"regime","tasks","algo","repeat","makespanAnalytic","makespanSim","doi","utilization","bestFitness","schedulerMs"
"large","300","IWHOLF","0","119.1675","3.53516229999535E10","1.1722748944197985","0.6202943336060588","83.58977544463916","359"
"large","300","WHO","0","114.29299999999999","3.53516229999535E10","1.5658279520969782","0.6386397679647923","80.19179946721539","140"
"large","300","WOA","0","141.75975","3.53516229999535E10","1.5882889910533413","0.5208257221578527","99.4549917329053","157"
"large","300","PSO","0","97.89425000000001","3.53516229999535E10","0.9016396095776865","0.733742201406109","68.65093432005705","47"
"large","300","ACO","0","151.16300000000004","3.53516229999535E10","1.451389472702963","0.48564610166950023","106.04097564313432","484"
"large","300","RR","0","154.45549999999997","3.53516229999535E10","1.4256356549354425","0.4958086039884197","108.34138920155021","0"
"large","300","IWHOLF","1","124.5055","1.383505844948E10","1.3278672102546065","0.6506432647553723","87.32505038108611","344"
"large","300","WHO","1","134.938","1.383505844948E10","1.682275818552589","0.5944328444668417","94.66238393758756","125"
"large","300","WOA","1","161.21524999999997","1.383505844948E10","1.8093924955747378","0.5029736485847339","113.09025253020329","140"
"large","300","PSO","1","109.31800000000001","1.383505844948E10","0.9443487571896068","0.700786345036194","76.65958153434863","47"
"large","300","ACO","1","183.74699999999996","1.383505844948E10","2.4039117876218166","0.415988641991434","128.91829899678362","484"
"large","300","RR","1","122.7645","1.383505844948E10","0.9430866003453799","0.6686727840703135","86.08170249479616","0"
"large","300","IWHOLF","2","119.389","3.84307172052115E10","1.134005523653626","0.5995555634662044","83.74913360714282","313"
"large","300","WHO","2","101.3095","3.84307172052115E10","1.1526094930132393","0.7100628848561422","71.0612616091938","125"
"large","300","WOA","2","167.54224999999994","3.84307172052115E10","2.1967165495793712","0.4162304931044758","117.56454167954759","141"
"large","300","PSO","2","97.9905","3.84307172052115E10","0.7149072751315059","0.7107433373643364","68.71587236254726","47"
"large","300","ACO","2","136.5845","3.84307172052115E10","2.081735846514457","0.48036834340646273","95.86912628930376","453"
"large","300","RR","2","141.993","3.84307172052115E10","1.3270411682961576","0.5282508410038993","99.60297680611362","0"
"large","300","IWHOLF","3","96.10499999999999","2.7972925372627598E10","1.3415078711042026","0.7055444392418015","67.42891206178265","328"
"large","300","WHO","3","94.47175000000001","2.7972925372627598E10","0.9980801033818121","0.7218843993045541","66.26356368537775","125"
"large","300","WOA","3","138.47699999999998","2.7972925372627598E10","1.6219861799638822","0.5014002626188224","97.16457923021252","156"
"large","300","PSO","3","90.58500000000001","2.7972925372627598E10","0.753611429044692","0.7484323287520008","63.52265087282664","47"
"large","300","ACO","3","155.854","2.7972925372627598E10","1.7049695913479042","0.4580976212780338","109.34561919318399","438"
"large","300","RR","3","133.7255","2.7972925372627598E10","1.2800614937130712","0.5301049351096089","93.81282159415278","0"
"large","300","IWHOLF","4","132.11100000000002","5.0728546615659004E10","1.676844798786917","0.596358113000936","92.68263480603908","313"
"large","300","WHO","4","130.667","5.0728546615659004E10","1.6678550812926236","0.5995724755804194","91.6704210113905","125"
"large","300","WOA","4","156.54449999999997","5.0728546615659004E10","1.6441844322863348","0.48848775161908176","109.81681289612858","141"
"large","300","PSO","4","103.27040000000001","5.0728546615659004E10","0.8975888865438401","0.7281262588311849","72.41572156667785","47"
"large","300","ACO","4","177.0185","5.0728546615659004E10","1.678233074654571","0.47445656339120873","124.15452468471534","485"
"large","300","RR","4","136.348","5.0728546615659004E10","1.1370557592778034","0.6023725748330253","95.61974101551398","0"
"large","300","IWHOLF","5","104.846","5.226577525048134E10","0.9799983103064017","0.7160290569025046","73.52639119844457","328"
"large","300","WHO","5","114.13966666666668","5.226577525048134E10","1.1587518795282414","0.6535740861342391","80.0590245761503","219"
"large","300","WOA","5","114.13966666666668","5.226577525048134E10","1.1559858598660697","0.6551379450322558","80.0590245761503","199"
"large","300","PSO","5","93.55433333333332","5.226577525048134E10","0.931116102885227","0.7900353092498834","65.59757854570262","62"
"large","300","ACO","5","114.13966666666668","5.226577525048134E10","1.1559858598660697","0.6551379450322558","80.0590245761503","500"
"large","300","RR","5","162.9505","5.226577525048134E10","1.4644474034274289","0.47205024429709225","114.29695729688223","0"
"large","300","IWHOLF","6","121.194","4.488707763211533E10","1.3201989842025452","0.600239890863684","85.02173798195102","376"
"large","300","WHO","6","116.80133333333335","4.488707763211533E10","1.460599554088778","0.6190436610312667","81.9482502127284","125"
"large","300","WOA","6","201.624","4.488707763211533E10","2.091180841458928","0.38899301835760297","141.42466113656565","156"
"large","300","PSO","6","104.325","4.488707763211533E10","0.9684133841055372","0.7119567936736162","73.1623336311032","47"
"large","300","ACO","6","201.624","4.488707763211533E10","2.091180841458928","0.38899301835760297","141.42466113656565","438"
"large","300","RR","6","156.231","4.488707763211533E10","1.49111231341489","0.5078375343775137","109.58390435535748","0"
"large","300","IWHOLF","7","129.19374999999997","8.4230858008991E10","1.5944503450166028","0.6271753793559418","90.62719490344402","360"
"large","300","WHO","7","136.71550000000002","8.4230858008991E10","1.6073982886441083","0.6221233449511333","95.89458291094688","141"
"large","300","WOA","7","144.83449999999996","8.4230858008991E10","1.3702152917677075","0.567241006113875","101.58248846275418","171"
"large","300","PSO","7","114.27674999999995","8.4230858008991E10","1.2034342547710069","0.6900222267434105","80.14689004471548","63"
"large","300","ACO","7","179.83849999999998","8.4230858008991E10","2.2554669097289204","0.4433671785147971","126.16671319193199","500"
"large","300","RR","7","149.31300000000002","8.4230858008991E10","1.2922069649060346","0.579995267212723","104.70971176808149","0"
"large","300","IWHOLF","8","135.941","7.74763255962711E10","1.5558006925438783","0.6216042621431357","95.35000875598425","312"
"large","300","WHO","8","137.03825000000003","7.74763255962711E10","1.6779774383191444","0.5959555695824583","96.13188720104125","140"
"large","300","WOA","8","194.75150000000002","7.74763255962711E10","1.6404756889563212","0.4889839915653195","136.56137858697824","157"
"large","300","PSO","8","128.36100000000002","7.74763255962711E10","1.0469284034278745","0.6872385563631737","89.99887485326245","62"
"large","300","ACO","8","194.75150000000002","7.74763255962711E10","1.6404756889563212","0.4889839915653195","136.56137858697824","454"
"large","300","RR","8","149.6465","7.74763255962711E10","1.1179641884122","0.6208993138273643","104.9221784152724","0"
"large","300","IWHOLF","9","120.295","5.5340232579842995E10","0.8696722842935546","0.7208898748908934","84.33371665174741","359"
"large","300","WHO","9","120.295","5.5340232579842995E10","0.8696722842935546","0.7208898748908934","84.33371665174741","141"
"large","300","WOA","9","164.2715","5.5340232579842995E10","1.5677170393244473","0.5235630394397891","115.21136694013428","156"
"large","300","PSO","9","116.9125","5.5340232579842995E10","1.0364793922661941","0.7314375637050501","81.97114270050179","47"
"large","300","ACO","9","164.2715","5.5340232579842995E10","1.5677170393244473","0.5235630394397891","115.21136694013428","486"
"large","300","RR","9","153.09799999999998","5.5340232579842995E10","1.1961058545096996","0.5861477234625316","107.35256097568671","0"
