"regime","tasks","algo","repeat","makespanAnalytic","makespanSim","doi","utilization","bestFitness","schedulerMs"
"small","50","IWHOLF","0","17.59875","35.64569999999999","1.6685249286797144","0.5993317707223524","12.522751715217277","408"
"small","50","WHO","0","21.379","35.64569999999999","1.9669478121857258","0.5084018975006626","15.211126821359086","110"
"small","50","WOA","0","24.325","35.64569999999999","2.13885461300251","0.4416344981157931","17.301952381215386","234"
"small","50","PSO","0","15.806000000000001","35.64569999999999","1.171750163455703","0.647357332658484","11.22858030837524","70"
"small","50","ACO","0","25.191250000000004","35.64569999999999","2.253914741114635","0.4436725053341934","17.913468985455474","255"
"small","50","RR","0","22.069000000000003","35.64569999999999","1.4740407357732204","0.5177432144637274","15.666679072449545","0"
"small","50","IWHOLF","1","25.616500000000002","51.723","2.0142881715497967","0.49645329507674085","18.18332842005447","141"
"small","50","WHO","1","24.912","51.723","1.9620488362083277","0.5096713096767288","17.683601048907395","82"
"small","50","WOA","1","25.279249999999998","51.723","1.9341090401622618","0.5170339309908324","17.937070272710862","32"
"small","50","PSO","1","17.69475","51.723","1.472716797219485","0.6790171755275811","12.5562556872027","100"
"small","50","ACO","1","29.386000000000003","51.723","2.3305680121754855","0.429079947367227","20.858004416398607","260"
"small","50","RR","1","30.046","51.723","1.7591494856006022","0.4666930428897913","21.280149561413094","0"
"small","50","IWHOLF","2","19.6125","39.556","1.7145568462469782","0.5832410877416613","13.93950551598985","157"
"small","50","WHO","2","19.6125","39.556","1.747149625790022","0.5723608243042276","13.944399233998233","47"
"small","50","WOA","2","22.663999999999998","39.556","1.984436249088018","0.5039214539945877","16.112845376256022","101"
"small","50","PSO","2","17.46425","39.556","1.526440834329918","0.6551187425741158","12.40476141894426","16"
"small","50","ACO","2","24.1254","39.556","2.288449403222605","0.4369771071153225","17.171109338026532","781"
"small","50","RR","2","30.845","39.556","2.2215628126290285","0.40889260820230183","21.879910358170758","0"
